gene_id	gene_name	chr	tss	gene_expr_log2_mean
ENSG00000105879.7	CBLL1	chr7	107384141	0.056584
ENSG00000127585.7	FBXL16	chr16	745215	0.163499
ENSG00000265522.1	AC097473.1	chr4	109710368	0.000000
ENSG00000088808.12	PPP1R13B	chr14	104203983	0.111031
ENSG00000226266.2	AC009961.3	chr2	160568479	0.713696
ENSG00000267174.1	CTC-510F12.4	chr19	11431969	0.000000
ENSG00000235358.1	RP11-399E6.1	chr1	41708044	0.000000
ENSG00000078808.12	SDF4	chr1	1155623	4.411426
ENSG00000158941.12	CCAR2	chr8	22462144	1.545968
ENSG00000235469.1	MRPL50P4	chr10	61311586	0.000000
ENSG00000233562.1	RP11-548N1.1	chr1	183235736	0.000000
ENSG00000204634.8	TBC1D8	chr2	101638785	0.028569
ENSG00000215066.3	C9orf38	chr9	6470325	0.000000
ENSG00000207328.1	RNU6-636P	chr1	37669210	0.000000
ENSG00000255480.1	RP4-710M3.2	chr11	30447098	0.000000
ENSG00000266654.1	RP11-1376P16.1	chr17	80117931	0.000000
ENSG00000127191.13	TRAF2	chr9	139776363	1.594549
ENSG00000223410.1	RP1-191L6.2	chr20	38749681	0.000000
ENSG00000232579.1	CTD-3105H18.10	chr19	12615478	0.000000
ENSG00000215313.3	RPL6P30	chrX	16217362	0.000000
ENSG00000267858.1	AC016629.8	chr19	59070495	0.641546
ENSG00000206693.1	SNORA56	chrX	154003272	0.000000
ENSG00000143494.11	VASH2	chr1	213123861	1.250962
ENSG00000140948.7	ZCCHC14	chr16	87451482	0.000000
ENSG00000270505.1	IGHV1OR15-1	chr15	22448773	0.031027
ENSG00000130733.6	YIPF2	chr19	11034243	4.454176
ENSG00000241794.1	SPRR2A	chr1	153029963	0.084064
ENSG00000267504.1	RP11-845C23.2	chr18	56038797	0.000000
ENSG00000214100.4	AC079776.2	chr2	130681332	0.000000
ENSG00000260193.1	RP11-83N9.5	chr9	139000877	0.214125
ENSG00000240057.1	RP11-572M11.4	chr3	112738378	0.000000
ENSG00000229900.1	HSPD1P21	chr20	44168816	0.000000
ENSG00000257391.1	MIR3180-4	chr16	15248759	0.000000
ENSG00000188199.6	NUTM2B	chr10	81462982	0.000000
ENSG00000145526.7	CDH18	chr5	19478695	0.000000
ENSG00000267576.1	CTC-510F12.6	chr19	11432831	0.000000
ENSG00000221837.4	KRTAP10-9	chr21	46047039	0.000000
ENSG00000204642.9	HLA-F	chr6	29690551	5.578335
ENSG00000216365.2	RPL37P15	chr6	70808518	0.000000
ENSG00000102468.6	HTR2A	chr13	47470123	0.000000
ENSG00000267697.1	LUZP6	chr7	135612148	0.378512
ENSG00000215000.3	RP1-31B8.1	chrX	108585041	0.000000
ENSG00000122641.9	INHBA	chr7	41732112	0.000000
ENSG00000156398.8	SFXN2	chr10	104474294	3.272023
ENSG00000227547.3	OR4A2P	chr11	51451932	0.000000
ENSG00000253104.1	RP11-855C21.1	chr5	22141527	0.000000
ENSG00000236176.2	LINC00353	chr13	90206008	0.000000
ENSG00000260183.1	RP11-109P11.1	chr16	80586361	0.000000
ENSG00000251453.1	HAUS1P1	chr5	139961088	0.000000
ENSG00000151287.12	TEX30	chr13	103422570	0.970854
ENSG00000233875.1	RP11-61L14.6	chr1	154552092	0.000000
ENSG00000272981.1	CTD-2234N14.2	chr11	126989220	0.000000
ENSG00000173966.7	RP11-18M17.1	chr4	54441879	0.000000
ENSG00000220986.1	SNORA50	chr5	68456632	0.000000
ENSG00000255959.1	RP11-804A23.2	chr11	60610388	0.000000
ENSG00000235007.2	RP11-344B5.4	chr9	132020632	0.000000
ENSG00000238031.1	AC090505.1	chr3	194548618	0.000000
ENSG00000256239.1	AL589642.1	chr9	32635617	0.000000
ENSG00000253696.2	KBTBD11-OT1	chr8	1919562	0.000000
ENSG00000251461.3	RP11-501C14.6	chr17	47091037	0.000000
ENSG00000241846.1	RP11-318G8.1	chr12	25562329	0.000000
ENSG00000215506.5	TPTE2P4	chrY	28654359	0.000000
ENSG00000267687.1	RP11-325K19.6	chr18	58193339	0.000000
ENSG00000267774.1	RP11-2N1.2	chr18	57363690	0.000000
ENSG00000185753.8	CXorf38	chrX	40506723	6.001802
ENSG00000272810.1	U91328.22	chr6	26013468	0.000000
ENSG00000272085.1	RP11-542A14.2	chr5	157891472	0.000000
ENSG00000256706.1	RP5-1096D14.3	chr12	2027116	0.000000
ENSG00000253287.1	RP11-281N10.1	chr8	72705060	0.000000
ENSG00000139437.13	TCHP	chr12	110338068	4.545968
ENSG00000167468.12	GPX4	chr19	1103935	5.276497
ENSG00000240429.1	LRRFIP1P1	chr3	178979011	0.000000
ENSG00000158571.6	PFKFB1	chrX	55020461	0.000000
ENSG00000115756.8	HPCAL1	chr2	10443014	1.042644
ENSG00000130348.7	QRSL1	chr6	107077452	2.495695
ENSG00000272800.1	RP11-438L19.1	chr2	184079046	0.000000
ENSG00000047644.13	WWC3	chrX	9983601	0.137504
ENSG00000223101.1	AP002364.1	chr11	90057943	0.000000
ENSG00000166448.10	TMEM130	chr7	98445301	0.056584
ENSG00000199469.1	RNU1-62P	chr3	72625841	0.000000
ENSG00000206559.3	ZCWPW2	chr3	28390636	0.111031
ENSG00000004468.8	CD38	chr4	15779897	6.493775
ENSG00000253428.1	CTB-43E15.2	chr5	173116461	0.000000
ENSG00000175792.7	RUVBL1	chr3	127803815	4.667892
ENSG00000242019.1	KIR3DL3	chr19	55235983	0.000000
ENSG00000164106.3	SCRG1	chr4	174320637	0.000000
ENSG00000251708.1	RNU7-198P	chr3	136351989	0.000000
ENSG00000228717.1	AF013593.1	chrX	150396137	0.000000
ENSG00000211596.2	IGKJ2	chr2	89161036	0.000000
ENSG00000172354.5	GNB2	chr7	100271153	1.613532
ENSG00000106246.13	PTCD1	chr7	99032592	4.793896
ENSG00000225564.2	RP11-341A22.2	chr9	106015498	0.000000
ENSG00000248476.1	BACH1-IT1	chr21	30723954	0.000000
ENSG00000186660.14	ZFP91	chr11	58346583	0.799087
ENSG00000240677.1	MYL6P4	chr7	141511604	0.000000
ENSG00000145214.9	DGKQ	chr4	956222	0.000000
ENSG00000213371.4	NAP1L1P3	chr3	120524712	0.000000
ENSG00000200953.1	Y_RNA	chr12	51550710	0.000000
ENSG00000145309.5	CABS1	chr4	71200682	0.000000
ENSG00000261051.1	RP11-274H2.5	chr3	145779416	0.000000
ENSG00000267315.1	RP11-686D22.6	chr17	33704647	0.000000
ENSG00000232963.1	HMGN2P20	chr2	24553270	0.000000
ENSG00000177732.6	SOX12	chr20	306206	0.084064
ENSG00000202514.1	Y_RNA	chr8	42804588	0.000000
ENSG00000259201.1	RP11-56B16.5	chr15	52193270	0.000000
ENSG00000258993.1	RP11-368P15.2	chr14	53489772	0.000000
ENSG00000135929.4	CYP27A1	chr2	219646471	0.028569
ENSG00000187848.8	P2RX2	chr12	133195365	0.000000
ENSG00000006625.13	GGCT	chr7	30540246	5.401903
ENSG00000164087.3	POC1A	chr3	52188370	1.545968
ENSG00000229828.1	RP11-94I2.1	chr1	146011090	0.000000
ENSG00000255945.1	RP11-351O2.1	chr12	128082712	0.000000
ENSG00000250844.1	USP17L18	chr4	9250355	0.000000
ENSG00000131061.9	ZNF341	chr20	32319462	0.084064
ENSG00000168126.3	OR2W6P	chr6	27905242	0.000000
ENSG00000269788.1	RP11-399F4.2	chr9	43009841	0.000000
ENSG00000231556.1	RSL24D1P3	chr7	64800531	0.000000
ENSG00000230646.1	AC010984.3	chr2	131185303	0.000000
ENSG00000251383.1	RP11-542G1.3	chr4	76279285	0.000000
ENSG00000236887.1	RP11-389O22.5	chr1	113741446	0.084064
ENSG00000253373.1	RP11-21C17.1	chr8	70090374	0.000000
ENSG00000259041.1	RP11-167B3.1	chr15	98825303	0.000000
ENSG00000136240.5	KDELR2	chr7	6509987	3.555816
ENSG00000251292.1	RP11-380P13.2	chr4	23735152	0.000000
ENSG00000227102.2	OR2AS1P	chr1	248713013	0.000000
ENSG00000236996.1	MLIP-IT1	chr6	53863687	0.000000
ENSG00000104218.9	CSPP1	chr8	67974660	1.632268
ENSG00000227497.1	PABPC1P6	chr2	92065994	0.000000
ENSG00000164967.5	RPP25L	chr9	34612051	2.314873
ENSG00000251689.1	RP11-478C6.5	chr4	263914	0.000000
ENSG00000227029.1	RP11-168P8.3	chr10	44407891	0.000000
ENSG00000167393.12	PPP2R3B	chrX	302396	0.137504
ENSG00000272323.1	CTD-2517O10.6	chr5	34839333	0.000000
ENSG00000200536.1	SNORA25	chr1	110815105	0.000000
ENSG00000116983.8	HPCAL4	chr1	40157311	0.000000
ENSG00000177426.16	TGIF1	chr18	3411605	0.084064
ENSG00000206747.1	RNU6-245P	chrX	67759341	0.000000
ENSG00000179168.10	GGN	chr19	38878582	0.000000
ENSG00000230458.1	GPM6BP1	chrY	20740302	0.000000
ENSG00000201302.1	SNORA65	chr9	130210859	0.000000
ENSG00000269609.1	RP11-18I14.10	chr10	104209573	0.604071
ENSG00000238679.1	snoU13	chr1	119801663	0.000000
ENSG00000160014.12	CALM3	chr19	47104330	6.908813
ENSG00000270269.1	RP11-697H9.4	chr11	63399704	0.000000
ENSG00000173805.11	HAP1	chr17	39881283	0.000000
ENSG00000187969.4	ZCCHC13	chrX	73524024	0.000000
ENSG00000242802.2	AP5Z1	chr7	4815252	2.438293
ENSG00000250568.1	RP11-333E13.2	chr4	39975012	0.000000
ENSG00000257868.2	CTD-2311B13.8	chr14	20004477	0.000000
ENSG00000214325.2	AC025287.1	chr16	75733994	0.000000
ENSG00000212136.1	RNU6-696P	chr21	38417829	0.000000
ENSG00000134330.14	IAH1	chr2	9613786	5.161888
ENSG00000264216.1	NOS2P1	chr17	25992688	0.000000
ENSG00000252094.1	RNA5SP410	chr16	34980359	0.000000
ENSG00000221291.1	AC090660.1	chr18	50463663	0.000000
ENSG00000249409.1	RP11-501E14.1	chr4	121560244	0.000000
ENSG00000271725.1	RP11-761I4.4	chr15	81601682	0.000000
ENSG00000251449.2	MTND1P19	chr4	93623495	0.000000
ENSG00000260113.3	RP11-146F11.2	chr16	30638296	0.000000
ENSG00000239094.1	snoU13	chr1	226503815	0.000000
ENSG00000203335.4	AC006019.3	chr7	153756596	0.000000
ENSG00000230551.3	CTB-89H12.4	chr5	148880766	0.056584
ENSG00000200566.1	RNU5F-7P	chrX	15934376	0.000000
ENSG00000204488.3	PRAMEF16	chr1	13495253	0.000000
ENSG00000225769.1	CROCCP1	chrX	134566884	0.000000
ENSG00000273363.1	RP11-285G1.14	chr10	45454856	0.000000
ENSG00000268120.1	CTD-3193O13.11	chr19	7935446	0.000000
ENSG00000204424.8	LY6G6F	chr6	31674639	0.000000
ENSG00000238260.1	RP11-46F15.2	chr1	3541257	0.000000
ENSG00000123191.9	ATP7B	chr13	52520649	0.000000
ENSG00000258375.2	RP11-617J18.1	chr12	81940179	0.000000
ENSG00000201297.1	Y_RNA	chr4	126283973	0.000000
ENSG00000247675.2	LRP4-AS1	chr11	46867962	0.189034
ENSG00000170100.9	ZNF778	chr16	89284117	0.137504
ENSG00000130612.10	CYP2G1P	chr19	41396730	0.000000
ENSG00000211837.1	TRAJ53	chr14	22951992	0.333424
ENSG00000158865.8	SLC5A11	chr16	24857161	0.000000
ENSG00000227080.2	CTD-2021A8.3	chr7	51456761	0.000000
ENSG00000137857.13	DUOX1	chr15	45422130	0.000000
ENSG00000201875.1	RN7SKP178	chr2	206765353	0.000000
ENSG00000237256.1	PGAM3P	chr20	11601698	0.000000
ENSG00000205281.6	GOLGA6L10	chr15	82641618	0.000000
ENSG00000228174.3	RP11-244N9.6	chr9	100278938	0.000000
ENSG00000227692.1	MED28P3	chr2	187229324	0.000000
ENSG00000013016.10	EHD3	chr2	31456879	0.084064
ENSG00000253616.1	RP11-875O11.3	chr8	22931951	0.028569
ENSG00000115241.9	PPM1G	chr2	27632372	2.627607
ENSG00000074771.3	NOX3	chr6	155776987	0.000000
ENSG00000143171.8	RXRG	chr1	165394159	0.000000
ENSG00000233683.1	RP5-1106H14.1	chr7	101032311	0.000000
ENSG00000265788.1	RP11-19P22.5	chr17	25990634	0.000000
ENSG00000220598.1	SSR1P1	chr6	150706206	0.000000
ENSG00000243055.1	GK-AS1	chrX	30742241	0.000000
ENSG00000180376.12	CCDC66	chr3	56591188	2.941106
ENSG00000268549.1	RP11-295P9.8	chr10	13724520	0.000000
ENSG00000136694.8	IL36A	chr2	113763037	0.000000
ENSG00000237224.2	RP11-109A6.2	chr10	131499476	0.000000
ENSG00000254631.1	RP11-702H23.4	chr11	74108593	0.000000
ENSG00000171489.6	SPACA5	chrX	47863733	0.000000
ENSG00000253426.1	RP11-10A14.4	chr8	9009251	0.000000
ENSG00000252736.1	Y_RNA	chr8	101975221	0.000000
ENSG00000236274.1	RP4-728D4.3	chr1	35975342	0.000000
ENSG00000135205.10	CCDC146	chr7	76751750	0.056584
ENSG00000188107.9	EYS	chr6	64516083	0.000000
ENSG00000172680.1	MOS	chr8	57026491	0.000000
ENSG00000207987.1	MIR518E	chr19	54233091	0.000000
ENSG00000212298.1	RNU6-1009P	chr12	64598572	0.000000
ENSG00000239117.1	AL161669.1	chr14	103669522	0.000000
ENSG00000168116.9	KIAA1586	chr6	56911346	0.238787
ENSG00000221396.2	AF064863.1	chr21	41949428	0.000000
ENSG00000154545.12	MAGED4	chrX	51927918	0.000000
ENSG00000258434.1	DUX4L11	chr10	135483661	0.000000
ENSG00000138308.5	PLA2G12B	chr10	74714486	0.000000
ENSG00000272975.1	CTC-297N7.11	chr17	10286460	0.000000
ENSG00000149196.11	C11orf73	chr11	86013252	6.185470
ENSG00000151917.13	BEND6	chr6	56819772	0.028569
ENSG00000254968.2	RP11-65M17.3	chr11	112263840	0.000000
ENSG00000260661.1	RP11-152L20.3	chr15	92874227	0.000000
ENSG00000224429.3	LINC00539	chr13	21918934	0.163499
ENSG00000205300.3	RP11-352D3.2	chr20	4055762	0.000000
ENSG00000246541.2	RP11-363G15.2	chr4	95128680	0.000000
ENSG00000251326.1	RP11-521E5.1	chr4	131297383	0.000000
ENSG00000196937.6	FAM3C	chr7	120991545	4.150560
ENSG00000186105.7	LRRC70	chr5	61874561	0.000000
ENSG00000241981.2	AF224669.3	chr4	103583767	0.000000
ENSG00000244266.1	RP11-112N23.1	chr12	50759434	0.000000
ENSG00000273198.1	GS1-304P7.3	chr1	186490904	0.000000
ENSG00000138674.12	SEC31A	chr4	83742554	6.553053
ENSG00000213244.3	HIST2H3DP1	chr1	120904674	0.000000
ENSG00000238287.1	RP11-656D10.3	chr1	40974283	0.137504
ENSG00000249752.1	RP11-563M4.1	chr4	149983624	0.000000
ENSG00000269786.1	CTC-258N23.3	chr19	57433385	0.000000
ENSG00000254403.1	OR10Y1P	chr11	59495991	0.000000
ENSG00000065308.4	TRAM2	chr6	52441663	0.000000
ENSG00000148120.10	C9orf3	chr9	97488982	1.422233
ENSG00000226088.1	RP11-180O5.2	chr1	70826070	0.028569
ENSG00000224341.1	RP4-562J12.1	chrX	118013098	0.000000
ENSG00000177045.6	SIX5	chr19	46271835	0.137504
ENSG00000253723.1	RP11-960H2.1	chr8	60733682	0.000000
ENSG00000250510.3	GPR162	chr12	6930710	0.000000
ENSG00000237130.1	MRPS6P2	chr1	51312139	0.000000
ENSG00000201519.1	RNU6-645P	chr6	15324653	0.000000
ENSG00000250756.1	RP11-225B17.1	chr7	32827945	0.000000
ENSG00000260137.1	RP11-258F22.2	chr10	38080507	0.000000
ENSG00000201624.1	Y_RNA	chr12	34135451	0.000000
ENSG00000261291.1	RP11-295M3.2	chr16	53202433	0.000000
ENSG00000186119.6	OR5D18	chr11	55587085	0.000000
ENSG00000182346.13	DAOA	chr13	106118215	0.000000
ENSG00000234702.1	VDAC1P3	chrX	91238454	0.000000
ENSG00000263326.1	RP11-266L9.6	chr16	25083998	0.000000
ENSG00000252700.1	RNU7-110P	chr3	33455641	0.000000
ENSG00000134198.5	TSPAN2	chr1	115600996	0.028569
ENSG00000229258.1	RP11-552D8.1	chr1	212003187	0.000000
ENSG00000262098.1	CTD-2561B21.10	chr17	78999253	0.000000
ENSG00000249947.2	XBP1P1	chr5	112220790	0.000000
ENSG00000162687.12	KCNT2	chr1	196397287	0.000000
ENSG00000252409.1	SCARNA21	chr3	41729475	0.000000
ENSG00000250566.1	UGT2B29P	chr4	69383315	0.000000
ENSG00000163166.9	IWS1	chr2	128244144	3.459432
ENSG00000119673.10	ACOT2	chr14	74034323	0.084064
ENSG00000253608.1	RP11-770E5.1	chr8	49464126	0.000000
ENSG00000271078.1	RP13-395E19.4	chr15	32548276	0.000000
ENSG00000182776.4	RP11-114H20.1	chrX	51797301	0.000000
ENSG00000232328.1	AC011286.1	chr2	237642024	0.000000
ENSG00000100058.8	CRYBB2P1	chr22	25844071	3.920293
ENSG00000248583.1	RP11-241F15.1	chr4	49491521	0.000000
ENSG00000220583.1	RPL35P2	chr6	34231400	0.028569
ENSG00000177150.8	FAM210A	chr18	13671888	5.102658
ENSG00000253672.1	RP11-536K17.1	chr8	117415945	0.000000
ENSG00000261614.1	YBX3P1	chr16	31580746	0.000000
ENSG00000225568.1	RP11-384B12.3	chr1	87511557	0.000000
ENSG00000264061.1	FGF7P1	chr18	14890035	0.000000
ENSG00000127184.6	COX7C	chr5	85913720	6.766860
ENSG00000254203.1	IGHVII-33-1	chr14	106823544	0.000000
ENSG00000179799.7	OR7E22P	chr3	75406524	0.000000
ENSG00000101417.7	PXMP4	chr20	32308056	2.650765
ENSG00000170525.14	PFKFB3	chr10	6186880	2.042644
ENSG00000186628.8	FSD2	chr15	83474756	0.084064
ENSG00000203999.4	RP11-290F20.1	chr20	48909256	0.000000
ENSG00000232373.2	MTCYBP3	chr13	96346822	0.000000
ENSG00000207094.1	SNORA67	chr7	88078496	0.000000
ENSG00000227243.2	SLAMF6P1	chr1	162415338	0.000000
ENSG00000271192.1	RP4-555D20.3	chr3	44038387	0.000000
ENSG00000127074.10	RGS13	chr1	192605274	0.056584
ENSG00000243546.2	RN7SL108P	chr14	68703206	0.000000
ENSG00000129518.4	EAPP	chr14	35005601	3.292782
ENSG00000235864.1	HSPA8P6	chr2	209938822	0.000000
ENSG00000252532.1	RNU7-193P	chr10	43953512	0.000000
ENSG00000264933.1	RN7SL190P	chrX	152163989	0.000000
ENSG00000219487.2	RP11-365H23.1	chr6	149433758	0.000000
ENSG00000184261.4	KCNK12	chr2	47797404	0.000000
ENSG00000270659.1	RP11-105N14.1	chr2	214017693	0.000000
ENSG00000182057.4	Z83851.3	chr22	42665758	0.731183
ENSG00000248492.1	ZFAT-AS1	chr8	135610313	0.000000
ENSG00000011295.11	TTC19	chr17	15902693	4.678072
ENSG00000158113.8	LRRC43	chr12	122652284	0.000000
ENSG00000222500.1	RNA5SP475	chr20	15261469	0.000000
ENSG00000237127.1	LL22NC03-84E4.8	chr22	23177040	0.000000
ENSG00000197417.7	SHPK	chr17	3539566	1.713696
ENSG00000207141.1	RNU6-802P	chr14	24821313	0.000000
ENSG00000264907.1	SLMO2P3	chr17	60918461	0.000000
ENSG00000229351.1	KRTAP9-11P	chr17	39427562	0.000000
ENSG00000264694.1	AC092122.1	chr16	9407711	0.000000
ENSG00000222481.1	AC012150.1	chr12	29273765	0.000000
ENSG00000244116.1	IGKV2-28	chr2	89521892	0.000000
ENSG00000157764.8	BRAF	chr7	140453986	0.238787
ENSG00000243227.2	RN7SL55P	chr4	110372174	0.000000
ENSG00000223695.1	RP4-633O19__A.1	chr22	36784670	0.000000
ENSG00000135951.10	TSGA10	chr2	99695341	1.263034
ENSG00000197170.5	PSMD12	chr17	65338550	4.825786
ENSG00000256849.1	RP11-405A12.1	chr12	20094454	0.000000
ENSG00000252738.1	RNU6-515P	chr6	45613840	0.000000
ENSG00000258660.1	RP4-693M11.3	chr14	74167004	0.000000
ENSG00000129317.10	PUS7L	chr12	44152511	3.104337
ENSG00000259797.1	RP11-96D1.3	chr16	68350703	0.000000
ENSG00000258713.2	C20orf141	chr20	2795632	0.000000
ENSG00000238295.1	snoU13	chr2	178210639	0.000000
ENSG00000250732.1	RPEP1	chr5	64547561	0.000000
ENSG00000174502.14	SLC26A9	chr1	205893823	0.000000
ENSG00000225158.2	RP11-340B24.3	chr1	10955817	0.000000
ENSG00000239034.1	snoU13	chr4	186867236	0.000000
ENSG00000143032.7	BARHL2	chr1	91182744	0.000000
ENSG00000142224.11	IL19	chr1	206972214	0.000000
ENSG00000252981.1	U3	chr2	170672788	0.000000
ENSG00000130489.8	SCO2	chr22	50963983	2.589763
ENSG00000185651.10	UBE2L3	chr22	21903735	0.028569
ENSG00000221116.1	SNORD110	chr20	2634857	0.056584
ENSG00000236621.3	OR52E1	chr11	5090801	0.000000
ENSG00000225391.1	RP11-55K22.5	chr6	137314321	0.000000
ENSG00000254812.1	RP11-661A12.12	chr8	144715876	0.000000
ENSG00000160360.7	GPSM1	chr9	139221931	0.000000
ENSG00000178596.10	GAPDHP29	chr1	94767593	0.000000
ENSG00000169811.7	RBMY1HP	chrY	23655404	0.000000
ENSG00000223075.1	RN7SKP126	chr1	192845065	0.000000
ENSG00000258491.2	ZFP64P1	chr14	51172179	0.000000
ENSG00000197846.3	HIST1H2BF	chr6	26199747	1.855990
ENSG00000229500.1	RPL17P1	chr20	20234432	0.000000
ENSG00000265472.1	RP11-28O3.1	chr18	65375433	0.000000
ENSG00000134758.9	RNF138	chr18	29671817	3.333424
ENSG00000270487.1	RP11-230C9.3	chr6	157101539	0.000000
ENSG00000121446.13	RGSL1	chr1	182419255	0.000000
ENSG00000226498.2	RP11-182B22.2	chr1	236982933	0.000000
ENSG00000265227.1	MIR4699	chr12	81552166	0.000000
ENSG00000271387.1	RP11-382D12.2	chr1	184355788	0.000000
ENSG00000157350.8	ST3GAL2	chr16	70427612	0.970854
ENSG00000059573.4	ALDH18A1	chr10	97376404	3.070389
ENSG00000252417.1	RNU7-179P	chr1	15934590	0.000000
ENSG00000254083.1	RP11-452N4.1	chr8	136246373	0.000000
ENSG00000119537.11	KDSR	chr18	61003206	1.150560
ENSG00000258696.1	CTD-2058B24.3	chr14	38474002	0.000000
ENSG00000217160.2	RP11-331O9.1	chr6	153986841	0.000000
ENSG00000271397.1	RP5-1128N12.2	chr20	11589646	0.000000
ENSG00000257319.1	RP11-478B9.1	chr12	45444683	0.000000
ENSG00000092036.12	HAUS4	chr14	23417263	4.941106
ENSG00000273093.1	RP11-532L16.3	chr1	200285045	0.000000
ENSG00000229481.1	CTD-2554C21.3	chr19	38320190	0.000000
ENSG00000238135.1	USP9YP10	chrY	20987992	0.000000
ENSG00000201378.1	Y_RNA	chr17	17904459	0.000000
ENSG00000242259.4	C22orf39	chr22	19435187	0.028569
ENSG00000271659.1	RP11-435O5.4	chr9	98276326	0.028569
ENSG00000251952.1	RNU6-1219P	chr22	29587746	0.000000
ENSG00000227360.1	RP11-518I13.1	chr6	156820050	0.000000
ENSG00000252407.1	RNU7-183P	chr1	185403375	0.000000
ENSG00000207415.1	RNU6-1151P	chr8	9145038	0.000000
ENSG00000238607.1	AC138749.1	chr15	28768363	0.000000
ENSG00000136026.9	CKAP4	chr12	106641716	0.000000
ENSG00000012061.11	ERCC1	chr19	45917685	3.490570
ENSG00000216718.6	RP3-522P13.1	chr6	25261466	0.000000
ENSG00000234208.1	CTA-256D12.11	chr22	29931329	0.028569
ENSG00000020129.11	NCDN	chr1	36023073	1.669027
ENSG00000253055.1	RNA5SP415	chr16	34984431	0.000000
ENSG00000213529.3	RP11-432F4.2	chr9	115124993	0.000000
ENSG00000174231.12	PRPF8	chr17	1554513	4.196922
ENSG00000070915.5	SLC12A3	chr16	56899118	0.000000
ENSG00000235950.4	DUX4L15	chr10	135496887	0.000000
ENSG00000223243.1	AC074323.1	chr10	80510358	0.000000
ENSG00000260892.1	CTD-2026K11.1	chr15	75968567	0.000000
ENSG00000104524.9	PYCRL	chr8	144690569	1.356144
ENSG00000257777.1	RP11-25J3.2	chr12	75993826	0.000000
ENSG00000204802.3	RP11-111F5.4	chr9	46687377	0.000000
ENSG00000223390.1	RP11-91A18.4	chr1	52499062	0.000000
ENSG00000215692.2	AC114730.8	chr2	242674863	0.000000
ENSG00000197870.8	PRB3	chr12	11421623	0.000000
ENSG00000224851.1	LINC00502	chr10	92806922	0.000000
ENSG00000270704.2	SNORD64	chr15	25230010	0.000000
ENSG00000255526.2	NEDD8-MDP1	chr14	24701455	3.277985
ENSG00000234232.2	RP11-353N4.5	chr1	149694570	0.000000
ENSG00000124490.9	CRISP2	chr6	49681224	0.000000
ENSG00000159763.3	PIP	chr7	142829169	0.000000
ENSG00000167985.2	SDHAF2	chr11	61197513	6.428611
ENSG00000233184.2	RP11-421L21.3	chr1	101491433	0.584963
ENSG00000130167.9	TSPAN16	chr19	11406823	0.000000
ENSG00000247315.2	AL034548.1	chr20	278213	2.350497
ENSG00000229472.1	RP1-64K7.4	chr20	32668954	0.000000
ENSG00000204301.5	NOTCH4	chr6	32164704	0.163499
ENSG00000254704.3	RP11-1036E20.7	chr11	59056909	0.000000
ENSG00000084764.6	MAPRE3	chr2	27193479	0.400538
ENSG00000178026.8	FAM211B	chr22	24988202	0.356144
ENSG00000254021.1	RP11-778D12.2	chr8	107280919	0.000000
ENSG00000263489.1	CTC-264K15.6	chr17	62066732	0.000000
ENSG00000070495.10	JMJD6	chr17	74716669	1.659925
ENSG00000225373.4	WASH5P	chr19	66345	0.000000
ENSG00000260846.2	RP11-488I20.7	chr16	34571210	0.000000
ENSG00000121440.10	PDZRN3	chr3	73437247	0.000000
ENSG00000223501.4	VPS52	chr6	33231340	2.604071
ENSG00000133131.10	MORC4	chrX	106185764	0.056584
ENSG00000138303.13	ASCC1	chr10	73894171	4.559492
ENSGR0000236017.3	ASMTL-AS1	chrY	1470661	0.000000
ENSG00000136560.9	TANK	chr2	161993418	4.770829
ENSG00000252150.1	AC092574.2	chr4	461375	0.000000
ENSG00000207401.1	Y_RNA	chr9	113696685	0.000000
ENSG00000162642.9	C1orf52	chr1	85725266	4.528571
ENSG00000238129.1	RP3-410C9.2	chr20	26171624	0.000000
ENSG00000121073.9	SLC35B1	chr17	47780450	3.179511
ENSG00000233872.1	AC005033.6	chr2	74848056	0.000000
ENSG00000113597.13	TRAPPC13	chr5	64920542	0.000000
ENSG00000165626.12	BEND7	chr10	13494564	0.000000
ENSG00000267188.1	CTC-512J12.4	chr19	44952590	0.000000
ENSG00000248128.1	RP11-777B9.4	chr4	78924296	0.000000
ENSG00000188971.4	RP11-427H3.3	chr2	69693585	0.000000
ENSG00000223428.1	RP11-399K21.5	chr10	77048390	0.000000
ENSG00000256515.3	CCL3L3	chr17	34523806	0.000000
ENSG00000255247.1	CTD-2523D13.1	chr11	119580629	0.000000
ENSG00000201938.1	Y_RNA	chr9	98865406	0.000000
ENSG00000204194.1	RPL12P1	chr6	33368283	0.000000
ENSG00000224781.1	EIF4A2P4	chrX	52862899	0.000000
ENSG00000261393.1	RP11-21B23.1	chr16	50402490	0.000000
ENSG00000266531.1	MIR4706	chr14	65511405	0.000000
ENSG00000171298.8	GAA	chr17	78075354	0.641546
ENSG00000160318.2	CLDND2	chr19	51871181	0.000000
ENSG00000198824.4	CHAMP1	chr13	115079987	1.333424
ENSG00000261187.1	RP11-1007O24.2	chr15	72758553	0.000000
ENSG00000148341.13	SH3GLB2	chr9	131774245	0.443607
ENSG00000182909.5	LENG9	chr19	54974844	0.000000
ENSG00000266947.1	RP11-799D4.4	chr17	33564950	0.286881
ENSG00000223168.1	RN7SKP142	chr16	51705424	0.000000
ENSG00000147380.6	OPN1MW	chrX	153448106	0.000000
ENSG00000236358.1	RP5-827C21.2	chr1	234492751	0.310340
ENSG00000215547.1	DEFB115	chr20	29845466	0.000000
